创建了新的github文件
再次创建
NO. 	X(m) 	Y(m) 	Z(m) 	T(ms) 	Voltage(nv/(Am^2)) 	Distance(m) 	Resistivity(ohm.m) 	Depth(m)
13 	0.0 	13.0 	0.0 	5.90000E-02 	1.88129E07 	13.0000 	0.0010 	-0.1738
13 	0.0 	13.0 	0.0 	7.65000E-02 	1.51519E07 	13.0000 	0.0008 	-0.1713
13 	0.0 	13.0 	0.0 	1.00000E-01 	1.13393E07 	13.0000 	0.0006 	-0.1725
13 	0.0 	13.0 	0.0 	1.32000E-01 	7.65046E06 	13.0000 	0.0005 	-0.1793
13 	0.0 	13.0 	0.0 	1.75500E-01 	4.48813E06 	13.0000 	0.0004 	-0.1948
13 	0.0 	13.0 	0.0 	2.34000E-01 	2.19720E06 	13.0000 	0.0004 	-0.2246
13 	0.0 	13.0 	0.0 	3.13000E-01 	8.43190E05 	13.0000 	0.0005 	-0.2805
13 	0.0 	13.0 	0.0 	4.20500E-01 	2.31704E05 	13.0000 	0.0007 	-0.3910
13 	0.0 	13.0 	0.0 	5.66500E-01 	4.06110E04 	13.0000 	0.0014 	-0.6326
13 	0.0 	13.0 	0.0 	7.64500E-01 	3.91379E03 	13.0000 	0.0041 	-1.2486
13 	0.0 	13.0 	0.0 	1.03300E00 	9.80987E01 	13.0000 	0.0288 	-3.8592
14 	0.0 	14.0 	0.0 	7.50000E-03 	3.58949E07 	14.0000 	0.0207 	-0.2786
14 	0.0 	14.0 	0.0 	1.00000E-02 	3.45323E07 	14.0000 	0.0132 	-0.2565
14 	0.0 	14.0 	0.0 	1.30000E-02 	3.38997E07 	14.0000 	0.0086 	-0.2364
14 	0.0 	14.0 	0.0 	1.65000E-02 	3.19045E07 	14.0000 	0.0060 	-0.2228
14 	0.0 	14.0 	0.0 	2.10000E-02 	3.01065E07 	14.0000 	0.0042 	-0.2096
14 	0.0 	14.0 	0.0 	2.70000E-02 	2.80684E07 	14.0000 	0.0029 	-0.1973
14 	0.0 	14.0 	0.0 	3.50000E-02 	2.54403E07 	14.0000 	0.0020 	-0.1870
14 	0.0 	14.0 	0.0 	4.55000E-02 	2.23172E07 	14.0000 	0.0014 	-0.1790
14 	0.0 	14.0 	0.0 	5.90000E-02 	1.88881E07 	14.0000 	0.0010 	-0.1735
14 	0.0 	14.0 	0.0 	7.65000E-02 	1.52105E07 	14.0000 	0.0008 	-0.1711
14 	0.0 	14.0 	0.0 	1.00000E-01 	1.13814E07 	14.0000 	0.0006 	-0.1723
14 	0.0 	14.0 	0.0 	1.32000E-01 	7.67731E06 	14.0000 	0.0005 	-0.1791
14 	0.0 	14.0 	0.0 	1.75500E-01 	4.50284E06 	14.0000 	0.0004 	-0.1946
14 	0.0 	14.0 	0.0 	2.34000E-01 	2.20338E06 	14.0000 	0.0004 	-0.2244
14 	0.0 	14.0 	0.0 	3.13000E-01 	8.45105E05 	14.0000 	0.0005 	-0.2803
14 	0.0 	14.0 	0.0 	4.20500E-01 	2.32012E05 	14.0000 	0.0007 	-0.3908
14 	0.0 	14.0 	0.0 	5.66500E-01 	4.07013E04 	14.0000 	0.0014 	-0.6321
14 	0.0 	14.0 	0.0 	7.64500E-01 	4.08512E03 	14.0000 	0.0040 	-1.2309
14 	0.0 	14.0 	0.0 	1.03300E00 	1.18325E02 	14.0000 	0.0254 	-3.6254
15 	0.0 	15.0 	0.0 	7.50000E-03 	3.58602E07 	15.0000 	0.0207 	-0.2787
15 	0.0 	15.0 	0.0 	1.00000E-02 	3.44916E07 	15.0000 	0.0132 	-0.2566
15 	0.0 	15.0 	0.0 	1.30000E-02 	3.38610E07 	15.0000 	0.0086 	-0.2365
15 	0.0 	15.0 	0.0 	1.65000E-02 	3.18639E07 	15.0000 	0.0060 	-0.2229
15 	0.0 	15.0 	0.0 	2.10000E-02 	3.00748E07 	15.0000 	0.0042 	-0.2097
15 	0.0 	15.0 	0.0 	2.70000E-02 	2.80308E07 	15.0000 	0.0029 	-0.1974
15 	0.0 	15.0 	0.0 	3.50000E-02 	2.54102E07 	15.0000 	0.0020 	-0.1871
15 	0.0 	15.0 	0.0 	4.55000E-02 	2.22889E07 	15.0000 	0.0014 	-0.1791
15 	0.0 	15.0 	0.0 	5.90000E-02 	1.88635E07 	15.0000 	0.0010 	-0.1736
15 	0.0 	15.0 	0.0 	7.65000E-02 	1.51909E07 	15.0000 	0.0008 	-0.1711
15 	0.0 	15.0 	0.0 	1.00000E-01 	1.13662E07 	15.0000 	0.0006 	-0.1724
15 	0.0 	15.0 	0.0 	1.32000E-01 	7.66685E06 	15.0000 	0.0005 	-0.1792
15 	0.0 	15.0 	0.0 	1.75500E-01 	4.49632E06 	15.0000 	0.0004 	-0.1947
15 	0.0 	15.0 	0.0 	2.34000E-01 	2.19990E06 	15.0000 	0.0004 	-0.2245
15 	0.0 	15.0 	0.0 	3.13000E-01 	8.43592E05 	15.0000 	0.0005 	-0.2805
15 	0.0 	15.0 	0.0 	4.20500E-01 	2.31471E05 	15.0000 	0.0007 	-0.3911
15 	0.0 	15.0 	0.0 	5.66500E-01 	4.07850E04 	15.0000 	0.0014 	-0.6317
15 	0.0 	15.0 	0.0 	7.64500E-01 	3.86856E03 	15.0000 	0.0041 	-1.2535
15 	0.0 	15.0 	0.0 	1.03300E00 	9.35477E01 	15.0000 	0.0298 	-3.9208
16 	0.0 	16.0 	0.0 	7.50000E-03 	3.59093E07 	16.0000 	0.0207 	-0.2786
16 	0.0 	16.0 	0.0 	1.00000E-02 	3.45412E07 	16.0000 	0.0132 	-0.2564
16 	0.0 	16.0 	0.0 	1.30000E-02 	3.38951E07 	16.0000 	0.0086 	-0.2364
16 	0.0 	16.0 	0.0 	1.65000E-02 	3.19119E07 	16.0000 	0.0060 	-0.2228
16 	0.0 	16.0 	0.0 	2.10000E-02 	3.01312E07 	16.0000 	0.0042 	-0.2096
16 	0.0 	16.0 	0.0 	2.70000E-02 	2.80779E07 	16.0000 	0.0029 	-0.1973
16 	0.0 	16.0 	0.0 	3.50000E-02 	2.54589E07 	16.0000 	0.0020 	-0.1870
16 	0.0 	16.0 	0.0 	4.55000E-02 	2.23368E07 	16.0000 	0.0014 	-0.1790
16 	0.0 	16.0 	0.0 	5.90000E-02 	1.89080E07 	16.0000 	0.0010 	-0.1735
16 	0.0 	16.0 	0.0 	7.65000E-02 	1.52318E07 	16.0000 	0.0008 	-0.1710
16 	0.0 	16.0 	0.0 	1.00000E-01 	1.14019E07 	16.0000 	0.0006 	-0.1722
16 	0.0 	16.0 	0.0 	1.32000E-01 	7.69550E06 	16.0000 	0.0005 	-0.1790
16 	0.0 	16.0 	0.0 	1.75500E-01 	4.51643E06 	16.0000 	0.0004 	-0.1944
16 	0.0 	16.0 	0.0 	2.34000E-01 	2.21218E06 	16.0000 	0.0004 	-0.2241
16 	0.0 	16.0 	0.0 	3.13000E-01 	8.49468E05 	16.0000 	0.0005 	-0.2798
16 	0.0 	16.0 	0.0 	4.20500E-01 	2.33625E05 	16.0000 	0.0007 	-0.3899
16 	0.0 	16.0 	0.0 	5.66500E-01 	4.13542E04 	16.0000 	0.0014 	-0.6288
16 	0.0 	16.0 	0.0 	7.64500E-01 	4.00219E03 	16.0000 	0.0040 	-1.2393
16 	0.0 	16.0 	0.0 	1.03300E00 	2.41707E02 	16.0000 	0.0158 	-2.8573
17 	0.0 	17.0 	0.0 	7.50000E-03 	3.58327E07 	17.0000 	0.0207 	-0.2788
17 	0.0 	17.0 	0.0 	1.00000E-02 	3.44919E07 	17.0000 	0.0132 	-0.2566
17 	0.0 	17.0 	0.0 	1.30000E-02 	3.38935E07 	17.0000 	0.0086 	-0.2364
17 	0.0 	17.0 	0.0 	1.65000E-02 	3.18691E07 	17.0000 	0.0060 	-0.2229
17 	0.0 	17.0 	0.0 	2.10000E-02 	3.00849E07 	17.0000 	0.0042 	-0.2097
17 	0.0 	17.0 	0.0 	2.70000E-02 	2.80356E07 	17.0000 	0.0029 	-0.1974
17 	0.0 	17.0 	0.0 	3.50000E-02 	2.54205E07 	17.0000 	0.0020 	-0.1871
17 	0.0 	17.0 	0.0 	4.55000E-02 	2.22971E07 	17.0000 	0.0014 	-0.1791
17 	0.0 	17.0 	0.0 	5.90000E-02 	1.88715E07 	17.0000 	0.0010 	-0.1736
17 	0.0 	17.0 	0.0 	7.65000E-02 	1.51980E07 	17.0000 	0.0008 	-0.1711
17 	0.0 	17.0 	0.0 	1.00000E-01 	1.13723E07 	17.0000 	0.0006 	-0.1724
17 	0.0 	17.0 	0.0 	1.32000E-01 	7.67149E06 	17.0000 	0.0005 	-0.1792
17 	0.0 	17.0 	0.0 	1.75500E-01 	4.49970E06 	17.0000 	0.0004 	-0.1947
17 	0.0 	17.0 	0.0 	2.34000E-01 	2.20214E06 	17.0000 	0.0004 	-0.2244
17 	0.0 	17.0 	0.0 	3.13000E-01 	8.44686E05 	17.0000 	0.0005 	-0.2803
17 	0.0 	17.0 	0.0 	4.20500E-01 	2.31956E05 	17.0000 	0.0007 	-0.3909
17 	0.0 	17.0 	0.0 	5.66500E-01 	4.06176E04 	17.0000 	0.0014 	-0.6326
17 	0.0 	17.0 	0.0 	7.64500E-01 	3.83498E03 	17.0000 	0.0041 	-1.2571
17 	0.0 	17.0 	0.0 	1.03300E00 	9.60761E00 	17.0000 	0.1357 	-8.3723
18 	0.0 	18.0 	0.0 	7.50000E-03 	3.61060E07 	18.0000 	0.0206 	-0.2781
18 	0.0 	18.0 	0.0 	1.00000E-02 	3.47055E07 	18.0000 	0.0131 	-0.2560
18 	0.0 	18.0 	0.0 	1.30000E-02 	3.39990E07 	18.0000 	0.0086 	-0.2362
18 	0.0 	18.0 	0.0 	1.65000E-02 	3.19961E07 	18.0000 	0.0060 	-0.2226
18 	0.0 	18.0 	0.0 	2.10000E-02 	3.02133E07 	18.0000 	0.0042 	-0.2094
18 	0.0 	18.0 	0.0 	2.70000E-02 	2.81452E07 	18.0000 	0.0029 	-0.1972
18 	0.0 	18.0 	0.0 	3.50000E-02 	2.55203E07 	18.0000 	0.0020 	-0.1868
18 	0.0 	18.0 	0.0 	4.55000E-02 	2.23861E07 	18.0000 	0.0014 	-0.1788
18 	0.0 	18.0 	0.0 	5.90000E-02 	1.89467E07 	18.0000 	0.0010 	-0.1734
18 	0.0 	18.0 	0.0 	7.65000E-02 	1.52594E07 	18.0000 	0.0008 	-0.1709
18 	0.0 	18.0 	0.0 	1.00000E-01 	1.14187E07 	18.0000 	0.0006 	-0.1721
18 	0.0 	18.0 	0.0 	1.32000E-01 	7.70309E06 	18.0000 	0.0005 	-0.1789
18 	0.0 	18.0 	0.0 	1.75500E-01 	4.51832E06 	18.0000 	0.0004 	-0.1944
18 	0.0 	18.0 	0.0 	2.34000E-01 	2.21162E06 	18.0000 	0.0004 	-0.2241
18 	0.0 	18.0 	0.0 	3.13000E-01 	8.48448E05 	18.0000 	0.0005 	-0.2799
18 	0.0 	18.0 	0.0 	4.20500E-01 	2.33105E05 	18.0000 	0.0007 	-0.3902
18 	0.0 	18.0 	0.0 	5.66500E-01 	4.08305E04 	18.0000 	0.0014 	-0.6315
18 	0.0 	18.0 	0.0 	7.64500E-01 	3.83018E03 	18.0000 	0.0041 	-1.2576
18 	0.0 	18.0 	0.0 	1.03300E00 	7.58495E01 	18.0000 	0.0342 	-4.2047
19 	0.0 	19.0 	0.0 	7.50000E-03 	3.59655E07 	19.0000 	0.0207 	-0.2785
19 	0.0 	19.0 	0.0 	1.00000E-02 	3.46378E07 	19.0000 	0.0131 	-0.2562
19 	0.0 	19.0 	0.0 	1.30000E-02 	3.40111E07 	19.0000 	0.0086 	-0.2362
19 	0.0 	19.0 	0.0 	1.65000E-02 	3.20106E07 	19.0000 	0.0060 	-0.2226
19 	0.0 	19.0 	0.0 	2.10000E-02 	3.02310E07 	19.0000 	0.0042 	-0.2093
19 	0.0 	19.0 	0.0 	2.70000E-02 	2.81506E07 	19.0000 	0.0029 	-0.1972
19 	0.0 	19.0 	0.0 	3.50000E-02 	2.55262E07 	19.0000 	0.0020 	-0.1868
19 	0.0 	19.0 	0.0 	4.55000E-02 	2.23900E07 	19.0000 	0.0014 	-0.1788
19 	0.0 	19.0 	0.0 	5.90000E-02 	1.89471E07 	19.0000 	0.0010 	-0.1734
19 	0.0 	19.0 	0.0 	7.65000E-02 	1.52571E07 	19.0000 	0.0008 	-0.1709
19 	0.0 	19.0 	0.0 	1.00000E-01 	1.14147E07 	19.0000 	0.0006 	-0.1722
19 	0.0 	19.0 	0.0 	1.32000E-01 	7.69853E06 	19.0000 	0.0005 	-0.1790
19 	0.0 	19.0 	0.0 	1.75500E-01 	4.51401E06 	19.0000 	0.0004 	-0.1944
19 	0.0 	19.0 	0.0 	2.34000E-01 	2.20845E06 	19.0000 	0.0004 	-0.2242
19 	0.0 	19.0 	0.0 	3.13000E-01 	8.46753E05 	19.0000 	0.0005 	-0.2801
19 	0.0 	19.0 	0.0 	4.20500E-01 	2.32431E05 	19.0000 	0.0007 	-0.3906
19 	0.0 	19.0 	0.0 	5.66500E-01 	4.08417E04 	19.0000 	0.0014 	-0.6314
19 	0.0 	19.0 	0.0 	7.64500E-01 	4.06250E03 	19.0000 	0.0040 	-1.2332
19 	0.0 	19.0 	0.0 	1.03300E00 	4.04531E00 	19.0000 	0.2416 	-11.1704
20 	0.0 	20.0 	0.0 	7.50000E-03 	3.57998E07 	20.0000 	0.0207 	-0.2789
20 	0.0 	20.0 	0.0 	1.00000E-02 	3.44309E07 	20.0000 	0.0132 	-0.2567
20 	0.0 	20.0 	0.0 	1.30000E-02 	3.38065E07 	20.0000 	0.0086 	-0.2366
20 	0.0 	20.0 	0.0 	1.65000E-02 	3.18192E07 	20.0000 	0.0060 	-0.2230
20 	0.0 	20.0 	0.0 	2.10000E-02 	3.00485E07 	20.0000 	0.0042 	-0.2098
20 	0.0 	20.0 	0.0 	2.70000E-02 	2.79859E07 	20.0000 	0.0029 	-0.1975
20 	0.0 	20.0 	0.0 	3.50000E-02 	2.53763E07 	20.0000 	0.0020 	-0.1872
20 	0.0 	20.0 	0.0 	4.55000E-02 	2.22584E07 	20.0000 	0.0014 	-0.1792
20 	0.0 	20.0 	0.0 	5.90000E-02 	1.88367E07 	20.0000 	0.0010 	-0.1737
20 	0.0 	20.0 	0.0 	7.65000E-02 	1.51687E07 	20.0000 	0.0008 	-0.1712
20 	0.0 	20.0 	0.0 	1.00000E-01 	1.13491E07 	20.0000 	0.0006 	-0.1725
20 	0.0 	20.0 	0.0 	1.32000E-01 	7.65440E06 	20.0000 	0.0005 	-0.1793
20 	0.0 	20.0 	0.0 	1.75500E-01 	4.48858E06 	20.0000 	0.0004 	-0.1948
20 	0.0 	20.0 	0.0 	2.34000E-01 	2.19596E06 	20.0000 	0.0004 	-0.2246
20 	0.0 	20.0 	0.0 	3.13000E-01 	8.41976E05 	20.0000 	0.0005 	-0.2806
20 	0.0 	20.0 	0.0 	4.20500E-01 	2.31140E05 	20.0000 	0.0007 	-0.3913
20 	0.0 	20.0 	0.0 	5.66500E-01 	4.06715E04 	20.0000 	0.0014 	-0.6323
20 	0.0 	20.0 	0.0 	7.64500E-01 	3.92475E03 	20.0000 	0.0041 	-1.2474
20 	0.0 	20.0 	0.0 	1.03300E00 	6.57362E00 	20.0000 	0.1748 	-9.5013
21 	0.0 	21.0 	0.0 	7.50000E-03 	3.59884E07 	21.0000 	0.0207 	-0.2784
21 	0.0 	21.0 	0.0 	1.00000E-02 	3.46247E07 	21.0000 	0.0131 	-0.2562
21 	0.0 	21.0 	0.0 	1.30000E-02 	3.40131E07 	21.0000 	0.0086 	-0.2362
21 	0.0 	21.0 	0.0 	1.65000E-02 	3.20042E07 	21.0000 	0.0060 	-0.2226
21 	0.0 	21.0 	0.0 	2.10000E-02 	3.02179E07 	21.0000 	0.0042 	-0.2094
21 	0.0 	21.0 	0.0 	2.70000E-02 	2.81518E07 	21.0000 	0.0029 	-0.1971
21 	0.0 	21.0 	0.0 	3.50000E-02 	2.55284E07 	21.0000 	0.0020 	-0.1868
21 	0.0 	21.0 	0.0 	4.55000E-02 	2.23944E07 	21.0000 	0.0014 	-0.1788
21 	0.0 	21.0 	0.0 	5.90000E-02 	1.89551E07 	21.0000 	0.0010 	-0.1733
21 	0.0 	21.0 	0.0 	7.65000E-02 	1.52677E07 	21.0000 	0.0008 	-0.1708
21 	0.0 	21.0 	0.0 	1.00000E-01 	1.14262E07 	21.0000 	0.0006 	-0.1721
21 	0.0 	21.0 	0.0 	1.32000E-01 	7.71009E06 	21.0000 	0.0005 	-0.1789
21 	0.0 	21.0 	0.0 	1.75500E-01 	4.52367E06 	21.0000 	0.0004 	-0.1943
21 	0.0 	21.0 	0.0 	2.34000E-01 	2.21491E06 	21.0000 	0.0004 	-0.2240
21 	0.0 	21.0 	0.0 	3.13000E-01 	8.50122E05 	21.0000 	0.0005 	-0.2797
21 	0.0 	21.0 	0.0 	4.20500E-01 	2.33911E05 	21.0000 	0.0007 	-0.3898
21 	0.0 	21.0 	0.0 	5.66500E-01 	4.11031E04 	21.0000 	0.0014 	-0.6301
21 	0.0 	21.0 	0.0 	7.64500E-01 	3.97684E03 	21.0000 	0.0040 	-1.2420
21 	0.0 	21.0 	0.0 	1.03300E00 	1.34001E02 	21.0000 	0.0234 	-3.4782
22 	0.0 	22.0 	0.0 	7.50000E-03 	3.64874E07 	22.0000 	0.0205 	-0.2771
22 	0.0 	22.0 	0.0 	1.00000E-02 	3.48044E07 	22.0000 	0.0131 	-0.2558
22 	0.0 	22.0 	0.0 	1.30000E-02 	3.39556E07 	22.0000 	0.0086 	-0.2363
22 	0.0 	22.0 	0.0 	1.65000E-02 	3.19829E07 	22.0000 	0.0060 	-0.2226
22 	0.0 	22.0 	0.0 	2.10000E-02 	3.02003E07 	22.0000 	0.0042 	-0.2094
22 	0.0 	22.0 	0.0 	2.70000E-02 	2.81327E07 	22.0000 	0.0029 	-0.1972
22 	0.0 	22.0 	0.0 	3.50000E-02 	2.55060E07 	22.0000 	0.0020 	-0.1869
22 	0.0 	22.0 	0.0 	4.55000E-02 	2.23740E07 	22.0000 	0.0014 	-0.1789
22 	0.0 	22.0 	0.0 	5.90000E-02 	1.89358E07 	22.0000 	0.0010 	-0.1734
22 	0.0 	22.0 	0.0 	7.65000E-02 	1.52497E07 	22.0000 	0.0008 	-0.1709
22 	0.0 	22.0 	0.0 	1.00000E-01 	1.14112E07 	22.0000 	0.0006 	-0.1722
22 	0.0 	22.0 	0.0 	1.32000E-01 	7.69793E06 	22.0000 	0.0005 	-0.1790
22 	0.0 	22.0 	0.0 	1.75500E-01 	4.51508E06 	22.0000 	0.0004 	-0.1944
22 	0.0 	22.0 	0.0 	2.34000E-01 	2.21003E06 	22.0000 	0.0004 	-0.2242
22 	0.0 	22.0 	0.0 	3.13000E-01 	8.47886E05 	22.0000 	0.0005 	-0.2800
22 	0.0 	22.0 	0.0 	4.20500E-01 	2.33063E05 	22.0000 	0.0007 	-0.3902
22 	0.0 	22.0 	0.0 	5.66500E-01 	4.12100E04 	22.0000 	0.0014 	-0.6295
22 	0.0 	22.0 	0.0 	7.64500E-01 	3.93983E03 	22.0000 	0.0041 	-1.2459
22 	0.0 	22.0 	0.0 	1.03300E00 	7.83778E01 	22.0000 	0.0335 	-4.1590
